Year,T
2013,28.07
2013,29.13
2013,29.82
2013,30.08
2013,28.25
2013,28.29
2013,28.77
2013,26.36
2013,27.17
2013,29.34
2013,29.96
2013,30.84
2013,32.19
2013,33.03
2013,32.58
2013,32.56
2013,33.72
2013,33.56
2013,34
2013,32
2013,33.41
2013,31.72
2013,32.98
2013,33.06
2013,32.05
2013,26.8
2013,26.76
2013,26.15
2013,25.72
2013,26.55
2013,28.17
2013,29.17
2013,30.11
2013,31.36
2013,32.52
2013,32.7
2013,32.17
2013,31.05
2013,28.97
2013,31.34
2013,33.38
2013,34.09
2013,34.71
2013,34.36
2013,30.69
2013,31.03
2013,31.73
2013,31.85
2013,32.29
2013,32.22
2013,31.16
2013,30.7
2013,29.44
2013,29.98
2013,30.61
2013,30.52
2013,29.36
2013,29
2013,29.69
2013,29.68
2013,30.41
2013,27.64
2013,23.19
2013,21.3
2013,20.07
2013,21.18
2013,24.28
2013,24.85
2013,25.75
2013,26.18
2013,24.08
2013,21.68
2013,22.98
2013,24.05
2013,26.12
2013,26.84
2013,26.52
2013,18.53
2013,16.22
2013,18.85
2013,18.56
2013,19.74
2013,21.15
2013,24.12
2013,26.46
2013,22.84
2013,21.79
2013,18.31
2013,13.57
2013,14.02
2013,15.34
2013,10.74
2013,13.53
2013,15.15
2013,14.59
2013,18.12
2013,17.41
2013,13.79
2013,17.34
2013,16.85
2013,18.32
2013,21.36
2013,21.69
2013,19.18
2013,15.77
2013,12.33
2013,11.33
2013,14.25
2013,18.81
2013,12.36
2013,10.01
2013,11.73
2013,13.95
2013,13.27
2013,15.06
2013,7.65
2013,3.1
2013,6.76
2013,13.85
2013,18.98
2013,21.28
2013,14.71
2013,13.45
2013,13.26
2013,17.02
2013,2.96
2013,3.57
2013,0.48
2013,1.28
2013,3.33
2013,0.58
2013,3.02
2013,4.69
2013,9.61
2013,13.22
2013,11.59
2013,12.12
2013,13.23
2013,1.17
2013,-3.88
2013,-6.49
2013,-2.37
2013,-2.13
2013,-4.11
2013,-0.46
2013,1.06
2013,5.17
2013,3.98
2013,4.44
2013,6.93
2013,9.36
2013,10.56
2013,14.79
2013,12.03
2013,5.91
2013,1.25
2013,-0.2
2013,1.66
2013,4.74
2013,4.07
2013,6.92
2013,7.67
2013,3.85
2013,0.48
2013,3.2
2014,6.88
2014,-1.09
2014,1.78
2014,7.77
2014,-0.86
2014,-4.97
2014,-0.42
2014,2.44
2014,6.04
2014,12.44
2014,8.99
2014,11.52
2014,9.82
2014,6.98
2014,4.58
2014,6.75
2014,5.59
2014,7.66
2014,7.04
2014,10.39
2014,3.6
2014,4.62
2014,-0.91
2014,-2.49
2014,6.66
2014,11.19
2014,0.37
2014,-3.07
2014,-0.41
2014,4.65
2014,13.68
2014,9.38
2014,0.35
2014,1
2014,3.67
2014,-3.09
2014,-5.21
2014,-1.91
2014,2.36
2014,3.88
2014,0.58
2014,-0.38
2014,2.28
2014,6.67
2014,9.49
2014,9.32
2014,12.68
2014,14.19
2014,14.63
2014,17.15
2014,15.07
2014,9.54
2014,13.57
2014,13.75
2014,9.31
2014,8.94
2014,1.37
2014,4.66
2014,12.83
2014,15.03
2014,0.24
2014,-4.22
2014,1.34
2014,5.5
2014,6.92
2014,8.76
2014,8.17
2014,8.2
2014,14.15
2014,17.82
2014,9.63
2014,11.4
2014,13.93
2014,15.46
2014,8.05
2014,7.54
2014,14.5
2014,10.67
2014,12.51
2014,16.85
2014,14.93
2014,9.72
2014,11.11
2014,9.86
2014,10.73
2014,18.92
2014,18.39
2014,14.25
2014,16.2
2014,18.26
2014,21.44
2014,22.72
2014,22.75
2014,12.74
2014,10.75
2014,10.42
2014,13.06
2014,13.96
2014,16.58
2014,20.32
2014,21.21
2014,22.25
2014,20.98
2014,9.79
2014,9.84
2014,12.07
2014,14.14
2014,17.82
2014,18.42
2014,19.28
2014,21.36
2014,21.21
2014,22.17
2014,22
2014,19.94
2014,22.28
2014,24.7
2014,20.54
2014,18.11
2014,14.02
2014,16.48
2014,18.97
2014,21.56
2014,24.32
2014,24.19
2014,24.79
2014,24.89
2014,22.73
2014,24.57
2014,25.24
2014,25.78
2014,22.87
2014,15.07
2014,15.4
2014,17.67
2014,19.87
2014,20.76
2014,22.15
2014,23.44
2014,24.62
2014,24.99
2014,25.31
2014,24.65
2014,24.38
2014,23.5
2014,22.36
2014,22.88
2014,23.43
2014,25.6
2014,25.41
2014,25.62
2014,27.14
2014,28.09
2014,28.58
2014,29.06
2014,28.82
2014,28.98
2014,29.28
2014,27.47
2014,22.55
2014,23.15
2014,26.78
2014,26.25
2014,26.61
2014,26.5
2014,28.08
