Year,T
2009,25.75
2009,25.74
2009,25.69
2009,25.49
2009,25.56
2009,24.74
2009,20.97
2009,18.27
2009,19.42
2009,21.06
2009,23.89
2009,24.48
2009,24.12
2009,23.72
2009,24.74
2009,25.94
2009,24.6
2009,24.51
2009,25.63
2009,25.83
2009,25.71
2009,25.51
2009,25.42
2009,25.47
2009,24.67
2009,25.08
2009,26.23
2009,26.77
2009,27.91
2009,28.6
2009,28.72
2009,29.41
2009,29.76
2009,29.97
2009,29.77
2009,30.05
2009,30.48
2009,29.95
2009,30.49
2009,30.56
2009,30.63
2009,30.91
2009,31.39
2009,31.87
2009,33.1
2009,33.24
2009,33.1
2009,32.78
2009,32.67
2009,32.03
2009,30.1
2009,30.46
2009,31.21
2009,31.79
2009,32.34
2009,32.53
2009,31.01
2009,29.23
2009,31.28
2009,31.77
2009,31.23
2009,31.29
2009,31.74
2009,32.1
2009,32.04
2009,32.34
2009,31.83
2009,30.7
2009,29.87
2009,29.46
2009,28.57
2009,29.24
2009,30.3
2009,28.76
2009,29.45
2009,30.31
2009,30.29
2009,30.04
2009,30.5
2009,30.81
2009,31.01
2009,29.3
2009,30.15
2009,30.08
2009,30.28
2009,30.93
2009,31.39
2009,31.45
2009,31.16
2009,30.63
2009,29.01
2009,28.6
2009,30.39
2009,30.23
2009,29.61
2009,29.93
2009,29.83
2009,30.27
2009,29.12
2009,28.14
2009,28.37
2009,29.92
2009,29.05
2009,30.22
2009,30.1
2009,29.66
2009,29.35
2009,28.18
2009,28.49
2009,28.16
2009,28.28
2009,28.16
2009,27.25
2009,26.58
2009,27.08
2009,28.04
2009,26.32
2009,27.36
2009,27.83
2009,28.46
2009,27.37
2009,26.01
2009,25.39
2009,25.12
2009,24.79
2009,25.57
2009,25.73
2009,25.67
2009,25.89
2009,24.69
2009,25.94
2009,26.5
2009,27.22
2009,27.93
2009,23.93
2009,21.23
2009,20.71
2009,23.48
2009,26.26
2009,27.12
2009,27.65
2009,22.07
2009,23.68
2009,26.04
2009,23.76
2009,21.32
2009,25.42
2009,26.46
2009,27.82
2009,27.52
2009,28.05
2009,21.3
2009,15.88
2009,16.9
2009,21.51
2009,25.09
2009,26.58
2009,26.05
2009,19.01
2009,16.07
2009,13.95
2009,16.32
2009,20.95
2009,22.4
2009,19.45
2009,12.93
2009,14.95
2009,19.67
2009,18.09
2009,13.9
2009,19.71
2009,24.5
2009,12.51
2009,13.38
2009,15.48
2009,15.12
2009,15.66
2009,17.07
2009,16.61
2009,16.91
2009,17.58
2009,19.29
2009,19.38
2009,18.54
2009,17.03
2009,15.46
2009,16.2
2009,18.95
2009,20.89
2009,14.01
2009,9.16
2009,11.68
2009,15.18
2009,15.13
2009,11.71
2009,12.39
2009,14.21
2009,13.38
2009,9.25
2009,9.51
2009,10.67
2009,15.54
2009,19.57
2009,10.32
2009,8.25
2009,6.51
2009,6.17
2009,2.21
2009,1.42
2009,10.6
2009,13.25
2009,16.57
2009,6.73
2009,4.13
2009,6.65
2009,9.79
2009,9.76
2009,14.57
2009,10.69
2009,7.77
2009,6.97
2009,8.4
2009,7.82
2009,6.25
2009,9.28
2009,15.99
2009,18.96
2009,9.19
2009,2.63
2009,6.25
2009,5.54
2009,3.13
2009,3.63
2009,7.23
2009,8.01
2010,5.11
2010,4.39
2010,6.22
2010,2.85
2010,1.64
2010,6.84
2010,4.27
2010,-3.44
2010,-2.32
2010,-0.47
2010,3.44
2010,6.53
2010,6.36
2010,10.64
2010,10.08
2010,8.47
2010,8.76
2010,12.12
2010,16.92
2010,18.5
2010,15.38
2010,14.16
2010,16.46
2010,10.51
2010,10.21
2010,9.97
2010,12.37
2010,14.44
2010,10.03
2010,1.57
2010,2.93
2010,5.91
2010,9.1
2010,8.49
2010,9.36
2010,8.85
2010,7.73
2010,6.91
2010,11.94
2010,4.37
2010,3.99
2010,3.17
2010,1.38
2010,2.96
2010,8.12
2010,2.37
2010,3.6
2010,4.82
2010,7.44
2010,10.37
2010,12.91
2010,15.18
2010,8.67
2010,4.59
2010,3.82
2010,6.71
2010,10.43
2010,8.07
2010,10.33
2010,10.28
2010,7.3
2010,8.34
2010,10.68
2010,10.6
2010,11.7
2010,12.67
2010,15.37
2010,18.69
2010,17.96
2010,15.36
2010,11.69
2010,13.24
2010,15.46
2010,15.93
2010,12.92
2010,12.54
2010,12.28
2010,14.29
2010,10.45
2010,6.28
2010,10.17
2010,13.09
2010,16.37
2010,14.37
2010,13.1
2010,16.27
2010,12.92
2010,13.65
2010,15.25
2010,17.07
2010,18.28
2010,20.05
2010,20.26
2010,21.13
2010,20.48
2010,21
2010,20.81
