Year,T,H,P
1988,10.46,5.66,8.81
1988,9.4,3.57,0
1988,11.19,3.39,0
1988,8.93,4.68,0.33
1988,7.41,2.91,0.02
1988,7.61,2.37,0
1988,9.74,2.33,0
1988,11.57,2.2,0
1988,13.45,3.25,0.02
1988,11.68,6.67,3.59
1988,7.78,4.16,1.61
1988,9.1,6.66,7.27
1988,9.61,4.8,0
1988,9.54,2.52,0
1988,12.24,2.92,0.04
1988,11.65,2.18,0
1988,11.91,2.57,0
1988,12.57,2.64,0
1988,12.84,2.87,0
1988,11.74,3.25,0
1988,12.89,2.86,0
1988,12.59,2.66,0
1988,14.64,2.87,0
1988,12.09,2.95,0
1988,10.85,2.66,0.05
1988,9.97,2.37,0.26
1988,11.13,2.62,0
1988,10.86,2.96,0
1988,13.63,2.82,0
1988,13.86,2.96,0
1988,10.6,4.72,4.07
1988,8.29,6.32,21.33
1988,8.5,6.57,4.3
1988,7.96,5.01,3.1
1988,5.28,4.86,2.11
1988,5.51,4.74,1.46
1988,8.67,6.57,10.32
1988,6.93,4.59,8.41
1988,5.25,4.05,2.05
1988,6.21,3.53,3
1988,6.31,5.21,19.62
1988,3.82,4.12,1.85
1988,1.98,2.65,0.44
1988,1.38,2.17,0.6
1988,1.84,2.98,0.35
1988,1.61,1.88,0
1988,3.64,2.18,0.06
1988,3.69,4.54,2.68
1989,5.02,2.92,0.04
1989,6.46,2.84,0.03
1989,9.02,4.24,9.78
1989,5.96,5.4,5.49
1989,7.75,6.31,7.08
1989,3.01,3.41,0.56
1989,1.48,3.24,0.08
1989,2.49,2.34,0
1989,6.59,2.61,0.19
1989,8.53,3.65,0
1989,5.21,2.05,0
1989,3.87,1.68,0
1989,4.63,2.05,0
1989,4.81,2.95,0
1989,5.5,2.68,0
1989,7.41,2.31,0
1989,9.56,2.82,0
1989,12,3.11,0
1989,11.95,3.53,0
1989,11.95,3.9,0
1989,12.19,4.11,0
1989,11.76,4.63,0
1989,7.79,6.23,0.41
1989,8.81,4.96,0.01
1989,5.91,2.2,0
1989,6.27,1.79,0
1989,7.95,2.8,0.01
1989,7.04,2.97,0
1989,8.17,2.49,0
1989,11.36,2.97,0
1989,11.54,3.58,0
1989,7.81,5.28,0.86
1989,7.51,5.79,1.99
1989,6.87,5.8,14.82
1989,7.4,6.11,9.6
1989,1.42,2.42,0.08
1989,-0.28,1.23,0.02
1989,2.06,1.9,5.16
1989,3.23,3.37,8.58
1989,7.3,6.15,5.92
1989,8.81,5.81,0.29
1989,5.88,3.71,0
1989,4.54,3.51,0.8
1989,4.64,3.76,1.01
1989,5.95,2.98,0
1989,8.07,2.93,0
1989,8.82,3.15,0.03
1989,10.92,3.23,0
1989,11.32,4.51,0.01
1989,10.31,5.99,0.17
1989,10.46,4.06,0.01
1989,13.03,3.75,0
1989,15.86,4.42,0
1989,18.99,5.73,0.03
1989,17.27,6.1,0.32
1989,17.71,6.17,0
1989,17.7,6.28,0
1989,15.52,5.68,0.04
1989,11.94,5.38,0
1989,10.92,5.31,0.85
1989,8.93,7.28,7.35
1989,6.53,3.22,0.25
1989,6.59,2.01,0
1989,11.88,3.13,0
1989,16.31,5.07,0
1989,16.8,7.45,0
1989,17.2,7.35,0
1989,14.78,5.32,0
1989,14.87,5.73,0.01
1989,16.24,7.23,0
1989,16.22,6.31,0
1989,13.81,4.88,0
1989,14.01,4.25,0
1989,14.76,4.95,0
1989,10.94,5.94,0
1989,11.86,4.13,0
1989,15.11,5.15,0
1989,15.92,6.61,0
1989,14.17,3.27,0
1989,15.42,3.09,0
1989,15.95,3.67,0
1989,12.93,6.25,0
1989,12.35,7.04,2.94
1989,10.59,7.4,15.5
1989,9.47,4.86,0.28
1989,11.76,4.82,0
1989,15.8,6.43,0
1989,15.92,5.55,0
1989,17.94,4.83,0
1989,19.64,5.37,0.15
1989,16.12,5.54,0.01
1989,16.69,5.68,0
1989,18.61,5.27,0
1989,21.34,4.66,0
1989,23.81,4.33,0
1989,25.34,4.06,0
1989,26.69,4.48,0
1989,23.89,5.88,0
1989,21.88,6.26,0
1989,21.11,6.42,0
1989,19.1,6.63,0.06
1989,18.67,7.05,0.08
1989,19.43,6.07,0.03
1989,18.65,6.84,0
1989,18.3,7.62,0
1989,17.45,7.34,0
1989,18.1,7.3,0
1989,20.37,6.61,0
1989,20.34,6.17,0
1989,19.81,6.05,0
1989,16.97,6.79,0
1989,14.92,5.23,0
1989,13.3,5.52,0.02
1989,9.98,4.89,0.09
1989,9.37,4.7,2.24
1989,11.02,4.85,0.26
1989,13.66,4.52,0
1989,16.06,4.06,0
1989,16.73,4.74,0
1989,16.81,6.29,0
1989,18.07,6.46,0
1989,19.69,5.87,0
1989,21.26,5.51,0
1989,23.12,6.43,0
1989,24.02,6.22,0
1989,23.3,6.43,0
1989,22.57,5.01,0
1989,22.18,7.22,0.01
1989,16.87,8.32,0.17
1989,12.28,6.47,1.08
1989,12.11,5.95,0.61
1989,14.21,6.41,0.03
1989,13.22,6.66,0.18
1989,13.01,7.05,1.85
1989,13.48,7.02,1.48
1989,16.97,6.53,0
1989,16.4,7.53,0
1989,16.69,7.05,0
1989,18.85,5.7,0
1989,21.52,5.23,0
1989,20.7,4.69,0
1989,19.04,5.34,0
1989,19.58,4.82,0.08
1989,18.47,3.81,0
1989,18.18,5.27,0
1989,20.53,4.99,0
1989,19.02,5.9,0
1989,17.68,5.65,0
1989,16.85,4.82,0
1989,17.67,4.59,0
1989,21.2,3.95,0
1989,21.43,5.29,0
1989,20.82,6.09,0.02
1989,18.66,7.15,0.05
1989,15.05,6.65,0.03
1989,16.21,6.8,0
1989,18,7.44,0
1989,18.11,8.07,0
1989,19.85,7.97,0.01
1989,19.26,8.63,0.02
1989,19.27,7.47,0.03
1989,20.4,7.06,0
1989,22.86,6.4,0
1989,26.16,6.56,0
1989,27.9,5.77,0
1989,24.74,6.7,0
1989,24.15,7.38,0
1989,25.66,5.45,0
1989,27.6,4.86,0
1989,29.68,4.88,0
1989,28.85,3.79,0
1989,27.55,3.88,0
1989,26.23,3.97,0
1989,18.79,7.02,0
1989,17.54,7.26,0
1989,19.81,7.26,0
1989,21.42,7.38,0
1989,22.2,5.8,0
1989,21.84,4.89,0
1989,19.11,5.07,0
1989,21.03,5.96,0
1989,23.47,5.61,0
1989,23.67,5.92,0
1989,26.8,4.43,0
1989,30.51,3.48,0
1989,32.76,3.58,0
1989,30.29,4.59,0
1989,26.43,7.3,0
1989,25.61,7.63,0
1989,23.23,8.77,0
1989,21.85,9.7,0.02
1989,22.2,9.39,0.17
1989,24.69,7.98,0
1989,26.32,5.58,0
1989,27.14,5.5,0
1989,25.45,6.37,0
1989,24.46,6.53,0
1989,24.59,6.38,0
1989,25.55,7.72,0
1989,29.33,7.88,0
1989,30.06,8.28,0
1989,27.6,8.61,0
1989,26.21,8.65,0.03
1989,26.59,8.73,0.23
1989,25.59,8.75,0
1989,25.77,7.91,0
1989,26.86,7.49,0
1989,27.77,6.84,0.03
1989,26.25,5.82,0
1989,25.21,5.78,0
1989,25.72,5.88,0
1989,25.23,6.02,0
1989,23.54,6.13,0
1989,23.54,6.84,0
1989,23.2,6.09,0
1989,23.96,5.38,0
1989,26.08,8.21,0
1989,26.55,10.45,0
1989,26.31,10.41,0.35
1989,26.06,10.67,1.39
1989,27.07,11.63,1.27
1989,25.68,11.84,0.62
1989,26.37,11.67,0.01
1989,27,10.2,0.01
1989,27.61,8.03,0.03
1989,26.27,7.25,0
1989,25.01,6.5,0
1989,22.08,6.72,0
1989,20.61,7.07,0
1989,20.29,7.82,0
1989,19.98,7.45,0
1989,18.48,8.32,0
1989,20.3,8.06,0
1989,21.28,7.76,0
1989,20.44,8.24,0
1989,20.41,7.62,0
1989,19.47,7.96,0
1989,19.7,7.58,0
1989,21.28,6.13,0
1989,23.98,5.06,0
1989,23.56,5.93,0
1989,21.01,6.37,0
1989,20.95,4.78,0
1989,23.08,2.75,0.01
1989,25.41,2.86,0
1989,25.14,3.55,0
1989,26.66,3.6,0
1989,28.26,4.69,0
1989,25.02,5.84,0
1989,20.91,5.71,0
1989,21.02,4.95,0
1989,21.4,5.34,0
1989,21.39,6.11,0
1989,20.49,6.7,0
1989,21.62,6.84,0
1989,25.99,4.96,0
1989,27.09,4.99,0
1989,27.18,7.05,0.19
1989,23.89,10.32,2.03
1989,18.27,8.23,2.51
1989,15.48,8.25,7.76
1989,14.95,7.08,0.51
1989,19.41,5.97,0
1989,23.96,5.28,0
1989,25.94,4.66,0
1989,25.32,5.27,0
1989,27.21,6.27,0
1989,26.79,8.25,0.02
1989,26.94,7.4,0
1989,22.72,7.32,0
1989,24.62,6.34,0
1989,22.51,7.23,0
1989,19.42,6.54,0
1989,18.32,6.23,0
1989,15.34,8.09,0
1989,14.99,5.45,0
1989,17.88,4.19,0
1989,19.14,5.07,0
1989,19.74,8.11,0
1989,21.13,4.7,0
1989,22.39,2.55,0
1989,23.05,3.07,0
1989,21.78,4.84,0
1989,21.88,5.84,0
1989,20.62,6.36,0
1989,19.94,6.6,0
1989,15.75,7.83,0.02
1989,16.39,5.85,0
1989,19.92,4.94,0
1989,22.3,3.22,0
1989,22.45,2.17,0
1989,22,4.15,0
1989,17.25,6.94,0.92
1989,15.65,9.66,6.39
1989,16.67,10.44,0.81
1989,16.28,8.47,0.18
1989,15.08,8.22,3.25
1989,12.6,5.73,0.55
1989,12.68,3.51,0
1989,13.94,3.71,0
1989,13.19,3.44,0
1989,11.61,1.93,0
1989,13.63,2.33,0
1989,15.26,2.63,0
1989,14.22,2.11,0
1989,14.09,1.66,0
1989,14.84,1.59,0
1989,15.78,2.98,0
1989,13.49,6.55,0
1989,14.11,6.93,0
1989,13.75,4.87,0
1989,14.74,2.51,0
1989,16.6,2.14,0
1989,18.55,2.75,0
1989,19.44,3.45,0
1989,16.09,5.12,0
1989,13.37,6.45,0
1989,14.75,4.72,0
1989,15.43,1.35,0
1989,17.17,1.54,0
1989,16.23,1.84,0
1989,15.94,2.87,0
1989,16.84,2.51,0
1989,18.33,3.79,0
1989,15.65,5.16,0
1989,15.83,3.38,0
1989,14.36,4.79,0
1989,12.17,5.99,0.18
1989,12.07,6.93,1.94
1989,11.91,5.27,2.53
1989,9.5,1.79,0
1989,8.66,1.26,0
1989,9.5,1.23,0
1989,9.32,1.39,0.03
1989,10.8,1.43,0
1989,11.91,1.94,0.14
1989,11.52,2.26,0
1989,12.86,2.07,0
1989,15.7,2.47,0
1989,13.1,3.58,0
1989,14.25,2.03,0
1989,15.15,2.05,0
1989,14.4,2.65,0
1989,9.97,2.61,0
1989,6.14,1.05,0
1989,7,1.02,0
1989,7.82,1.53,0.25
1989,10.86,2.13,0
1989,11.23,2.74,0.01
1989,10.66,3.64,0.05
1989,9.27,3.1,0.32
1989,7.57,4.99,0.01
1989,9.06,4.42,0.03
1989,9.97,3.18,0.01
1989,10.21,2.24,0
1989,11.09,2.07,0
1989,13.97,2.21,0
1989,14.64,2.49,0
1989,13.71,2.12,0
1989,13.42,2.08,0
1989,12.73,4.9,0.16
1989,8.44,5.8,1.44
1989,7.46,3.29,0.1
1989,8.54,2.08,0
1989,10.95,2.53,0.21
1990,9.1,4.21,4.05
1990,7.02,4.87,4.99
1990,4.66,1.75,0
1990,5.24,1.58,0.29
1990,7.48,2.2,0
1990,9.07,2.75,0
1990,10.67,4.01,0
1990,12.36,4.84,0
1990,16.23,4.64,0
1990,17.43,4.35,0
1990,14.75,4.59,0
1990,11.11,7.16,4.83
1990,10.85,7.94,17.08
1990,8.91,6.36,5.34
1990,7.99,5.7,2.72
1990,7.08,6,11.05
1990,4.77,4.15,4.34
1990,4.65,3.74,0.01
1990,5.72,3.98,0
1990,6.2,2.73,0
1990,7.49,2.51,0
1990,10.53,2.66,0
1990,11.32,2.64,0.05
1990,10.6,2.36,0
1990,12.18,2.16,0
1990,10.71,2.82,0
1990,7.95,1.85,0
1990,10.98,1.94,0
1990,11.47,3.2,0
1990,8.37,5.36,6.89
1990,7.38,3.94,0.32
1990,6.38,4.11,0.97
1990,5.95,2.73,0
1990,7.25,2.21,0.33
1990,4.72,3.96,7.49
1990,6.7,3.19,0
1990,8.15,3.49,0
1990,7.37,4.5,0.16
1990,5.82,1.88,0.02
1990,8.26,2.45,0
1990,10.93,3.38,0
1990,13.98,4.44,0.85
1990,10.28,6.34,0.54
1990,6.99,4.8,0.75
1990,0.6,1.89,0.48
1990,1.23,1.38,0
1990,4.09,3.53,13.8
1990,7.34,6.64,39.03
1990,5.27,4.79,3.66
1990,4.51,3.09,0
1990,8.69,3.21,0.15
1990,11.74,3.32,0
1990,13.52,4.1,0
1990,15.72,4.13,0
1990,16,4.39,0
1990,16.26,4.92,0
1990,15.28,4.49,0
1990,14.8,4.73,0
1990,15.26,4.65,0.27
1990,14.3,5.33,0
1990,12.59,6.16,0
1990,13.46,6.9,0.1
1990,10.42,6.78,0.59
1990,7.7,4.36,1.57
1990,10.68,3.28,0
1990,12.75,3.33,0
1990,11.06,4.19,0
1990,10.1,6.01,0.22
1990,9.91,5.86,2.44
1990,6.47,4.08,3.06
1990,4.26,3.15,1.14
1990,6.2,2.66,0
1990,8.52,2.91,0.01
1990,12.7,3.25,0
1990,13.95,3.07,0
1990,16.13,3.7,0
1990,17.03,4.63,0.82
1990,19.08,4.62,0
1990,19.52,5.21,0
1990,19.45,5.16,0
1990,18.1,5.32,0
1990,18.14,5.04,0
1990,15.7,5.29,0
1990,14.02,5.76,0
1990,12.74,6.23,0.02
1990,11.02,6.64,0.57
1990,10.3,6.47,1.13
1990,11.17,5.59,0.03
1990,11.93,5.69,0.09
1990,12.99,5.82,0.11
1990,13.61,6.22,0.09
1990,15.7,5.82,0.05
1990,17.09,5.44,2.72
1990,14.81,7.95,2.73
1990,15.02,7.67,0.04
1990,14.85,6.97,0
1990,13.54,7.22,0
1990,13.55,6.3,0
1990,16.86,5.19,0
1990,20.59,4.15,0
1990,20.38,5.18,0
1990,20.69,5.71,0
1990,19.46,6.17,0
1990,17.06,5.66,0
1990,12.95,6.2,0.17
1990,12.34,7.04,5.72
1990,13.33,7.05,1.28
1990,14.45,7.29,0.05
1990,15.47,7.7,0.09
1990,16.02,7.15,0
1990,15.24,6.49,0
1990,14.49,6.95,0.37
1990,13.65,7.93,1.68
1990,15.08,5.38,0.03
1990,17.44,3.88,0
1990,20.46,5.64,0
1990,20.36,6.55,0
1990,18.4,7.3,0.13
1990,15.8,6.15,0.17
1990,12.98,5.2,2.3
1990,14.86,3.44,0
1990,15.85,5.43,0
1990,19.28,5.63,0
1990,22.88,4.14,0
1990,24.98,4.34,0
1990,25.44,4.88,0
1990,20.85,6.63,0
1990,16.53,6.64,0
1990,15.4,6,0
1990,12.77,5.95,0
1990,14.72,6.51,0
1990,15.78,6.04,0
1990,16.94,6.24,0
1990,14.7,7.03,0
1990,15.37,5.91,0
1990,17.73,5.24,0
1990,14.71,6.41,0
1990,15.07,5.76,0
1990,14.3,5.5,0
1990,16.54,6.05,0
1990,16.71,7.2,0
1990,19.34,7.18,0
1990,16.78,6.99,0.01
1990,17.33,4.49,0
1990,17.15,5.04,0
1990,16.75,6.49,0.01
1990,15.56,7.26,8.12
1990,13.95,7.6,10.42
1990,15.63,7.08,0.05
1990,16.22,7.04,0.05
1990,15.83,6.69,0.01
1990,18.14,5.22,0
1990,23.5,4.94,0
1990,26.26,5.87,0
1990,26.65,5.88,0
1990,23.7,7.09,0
1990,22.95,7.45,0
1990,24.43,7.89,0
1990,25.37,7.81,0.61
1990,22.78,9.66,3.15
1990,20.27,11.17,0.42
1990,21.21,8,0
1990,19.54,6.55,0
1990,15.15,7.54,0
1990,14.47,5.62,0
1990,14.66,6.59,0
1990,19.23,6.62,0
1990,20.09,7.14,0
1990,20.51,6.78,0
1990,24.85,5.02,0
1990,26.53,5.68,0
1990,24.81,7.21,0
1990,24.58,5.86,0
1990,25.95,4.54,0
1990,28.77,5.06,0
1990,30.12,5.39,0
1990,31.4,3.93,0
1990,31.29,3.98,0
1990,27.71,5.18,0
1990,25.42,5.02,0
1990,26,6.22,0
1990,27.02,6.63,0
1990,25.86,7.43,0
1990,24.13,6.15,0
1990,25.51,5.64,0
1990,25.61,5.89,0
1990,25.88,6.23,0
1990,22.62,7.73,0.15
1990,22.29,7.47,0
1990,25.62,6.71,0.01
1990,29.55,9.12,0.4
1990,30.51,10.83,0.12
1990,29.49,9.1,0
1990,30.16,9.65,1.24
1990,28.04,9.95,0.48
1990,25.17,9.64,0.6
1990,25.39,9.65,0.83
1990,26.21,9.56,0.09
1990,27.99,9.4,0
1990,28.83,8.98,0
1990,27.96,9.02,0
1990,26.26,9.85,0
1990,27.03,9.41,0
1990,25.72,8.67,0
1990,22.27,6.96,0
1990,20.33,7.42,0
1990,22.17,7.65,0
1990,23.66,7.06,0
1990,24.19,6.43,0
1990,26.1,5.85,0
1990,28,5.05,0
1990,25.88,5.85,0
1990,22.06,7.31,0
1990,23.16,7.17,0
1990,25.36,6.98,0
1990,27.22,7.33,0
1990,29.24,8.2,0.02
1990,29.82,10.18,2.16
1990,30.56,10.29,0.4
1990,29.77,10.07,0
1990,28.44,9.24,0.42
1990,29.42,9.73,1.21
1990,30.43,11.41,2.22
1990,28.82,10.92,0.18
1990,26.12,8.65,0.01
1990,22.14,8.89,0.18
1990,20.53,8.62,0.09
1990,22.03,7.99,0.01
1990,23.03,7.9,0.12
1990,22.46,8.41,0
1990,19.91,9.04,0.05
1990,19.15,8.38,0
1990,21.2,7.9,0
1990,22.55,6.95,0.03
1990,21.01,7.65,0
1990,19.71,8.79,0
1990,18.2,6.9,0
1990,18.58,5.79,0
1990,22.5,4.34,0
1990,26.31,4.26,0
1990,26.58,5.9,0
1990,25.64,7.3,0
1990,24.07,5.7,0
1990,25.03,4.88,0.01
1990,24.82,7.45,0
1990,24.67,5.05,0.14
1990,26.29,6.65,2.41
1990,27.04,10.07,0.79
1990,27.24,7.99,0.01
1990,27.78,6.27,0.02
1990,28.53,5.72,0
1990,30.33,5.11,0
1990,30.25,5.46,0
1990,29.98,4.05,0
1990,29.49,4.6,0
1990,27.38,5.57,0
1990,25.88,7.67,0
1990,24.05,5.98,0
1990,21.66,5.87,0
1990,19.05,7.46,0
1990,18.9,8.53,0
1990,19.3,8.39,0.03
1990,19.8,8.05,0.02
1990,19.43,8.82,0.04
1990,19.73,8.5,0
1990,19.48,7.91,0.01
1990,19.52,6.78,0
1990,20.92,6.85,0
1990,20.79,7,0
1990,18.62,8.4,0
1990,18.98,7.9,0.18
1990,21.22,6.36,0.35
1990,23.12,4.88,0.12
1990,21.88,7.78,0.16
1990,20.05,7.81,0.01
1990,23.65,5.5,0.04
1990,24.81,5.74,0.04
1990,22.56,7.49,0
1990,17.5,8.26,0
1990,17.76,7.27,0.02
1990,18.45,1.86,0.01
1990,20.63,1.57,0
1990,21.26,2.13,0
1990,21.46,3.49,0
1990,21.81,3.11,0
1990,20.04,4.91,0
1990,20.5,5.5,0
1990,20.29,5.43,0
1990,18.39,6.03,0
1990,19.54,6.39,0
1990,18.67,8.61,0.07
1990,16.32,6.93,0.06
1990,15.39,1.96,0
1990,17.5,1.55,0
1990,19.7,2.35,0
1990,21.32,2.79,0
1990,22.52,2.42,0
1990,23.44,2.55,0
1990,23.55,2.72,0
1990,22.45,2.67,0
1990,21.9,2.96,0
1990,20,4.1,0
1990,16.87,6.38,0
1990,14.34,7.61,0
1990,13.01,5.21,0.1
1990,10.42,1.8,0
1990,10.29,1.33,0
1990,13.9,1.71,0
1990,14.55,3.91,0
1990,10.72,2.32,0
1990,9.93,1.33,0
1990,14.8,2.73,0
1990,17.88,4.37,0
1990,18.99,3.39,0
1990,17.96,2.72,0
1990,19.7,2.59,0
1990,19.77,3.14,0
1990,16.14,4.15,0
1990,15.96,4,0
1990,16.81,4.21,0.02
1990,14.9,6.46,0
1990,13.65,6.75,0.04
1990,11.59,7.64,5.46
1990,10.95,5.44,2.75
1990,9.51,3.67,0
1990,11.69,2.43,0
1990,14.16,2.45,0.02
1990,15.16,2.59,0
1990,13.53,4.82,0.3
1990,7.07,3.74,2.9
1990,6.11,1.71,0
1990,8.69,1.78,0.03
1990,11.51,2.2,0
1990,11.54,2.74,0
1990,10.49,2.28,0
1990,11.21,1.87,0
1990,10.78,1.74,0
1990,11.31,2.23,0.1
1990,11.38,2.1,0
1990,12.53,2.11,0
1990,12.13,1.77,0
1990,11.87,1.78,0
1990,14.26,2.04,0
1990,13.55,2.5,0
1990,10.79,4,0.16
1990,9.72,6.49,0.27
1990,7.84,5.49,0.04
1990,6.86,2.49,0
1990,6.98,3.65,0.14
1990,5.16,3.35,0.03
1990,5.34,2.21,0
1990,7.17,3.67,0.19
1990,5.62,4.91,2.18
1990,1.62,2.87,0.58
1990,-0.74,1.65,0.11
1990,-1.5,0.79,0
1990,-0.55,0.63,0.02
1990,2.22,0.95,0.01
1990,3.79,1.21,0
1990,4.99,1.53,0.01
1990,6.59,1.8,0.03
1990,6.64,3.72,0.01
1990,5.84,3.07,0.01
1990,3.5,0.66,0
1990,5.7,0.92,0
1991,9.73,1.59,0.11
1991,11.2,2.82,5.69
1991,8.89,6.66,22.11
1991,9.5,7.47,6.1
1991,10.4,6.05,0.44
1991,8.95,5.47,0.03
1991,9.3,4.89,0
1991,8.08,5.07,2.2
1991,6.01,5.49,4.53
1991,7.93,4.24,0
1991,10.14,3.79,0
1991,11.89,3.9,0
1991,13.52,4.03,0.01
1991,12.6,3.85,0
1991,12.7,3.92,0
1991,9.78,2.76,0.01
1991,8.92,2.53,0
1991,10.73,3.6,0
1991,9.66,3.48,0.01
1991,8.65,3.64,1.06
1991,6.8,3.39,0.54
1991,7.04,2.01,0
1991,8.36,2.94,0
1991,8.44,3.84,0
1991,9.18,3.37,0
1991,9.62,3.87,0
1991,9.09,3.92,0
1991,7.17,4.18,0
1991,5.32,2.06,0
1991,8,1.74,0
1991,9.54,2.13,0
1991,11.98,2.4,0
1991,10.64,2.78,0.01
1991,11.42,4.03,0
1991,14.14,3.5,0
1991,14.33,4.52,0.3
1991,12.73,3.9,0.27
1991,13.65,3.39,0
1991,14.07,3.44,0
1991,14.97,3.48,0
1991,15.42,3.37,0
1991,16.39,3.6,0
1991,15.81,4.07,0
1991,15.02,4.16,0
1991,17.88,4.48,0
1991,16.28,5.19,0
1991,12.11,7.32,0.02
1991,10.95,4.9,0.01
1991,10.48,2.62,0
1991,12.74,2.84,0
1991,15.37,3.23,0
1991,15.94,3.14,0.01
1991,14.32,4.08,0
1991,13.27,4.66,0
1991,14,3.28,0
1991,13.82,3.02,0
1991,13.69,5.25,0.68
1991,11.03,7.6,74.5
1991,10.4,8.01,45.24
1991,9.74,7.44,21.54
1991,9.26,5.71,0.17
1991,12.52,5.56,0
1991,14.56,7.85,4.05
1991,11.58,6.83,0.3
1991,8.59,4.23,0
1991,7.95,3.01,0
1991,10.24,2.97,0.04
1991,11.08,3.96,0
1991,9.31,5.75,1.75
1991,7.13,3.9,1.33
1991,8.52,3.79,0
1991,7.25,5.65,10.65
1991,7.29,4.66,1.6
1991,3.6,4.29,2.53
1991,5.23,3.53,0
1991,7.96,4.62,0.25
1991,10.04,6.04,16.57
1991,7.89,5.41,17.17
1991,6.46,5.52,12.11
1991,6.68,4.55,0.19
1991,7.86,4.64,0
1991,7.77,5.25,0.1
1991,7.44,5.05,0.93
1991,7.9,5.47,21.97
1991,6.35,5.17,21.52
1991,4.31,4.63,22.75
1991,7.98,4.63,0.01
1991,11.17,5,0.07
1991,13.41,4.43,0.01
1991,13.5,5.47,0.14
1991,9.8,6.15,0.43
1991,11.73,5.74,0
1991,15.23,5.33,0
1991,18.55,5.56,0
1991,19.77,6.12,0
1991,16.04,6.86,0
1991,13.43,5.75,0
1991,14.05,4.6,0
1991,16.53,4.77,0
1991,12.33,4.22,0
1991,8.22,2.6,0
1991,10.11,3.72,0
1991,12.24,4.74,0
1991,13.39,5.86,0
1991,11.27,6.57,0
1991,9.66,5.75,0
1991,10.22,5.57,0
1991,11.67,6.14,0.02
1991,12.28,5.88,0.01
1991,11.3,6.08,0.04
1991,12.13,6.52,0.09
1991,12.2,7.06,0
1991,13.61,7.02,0.04
1991,13.2,7.23,0.06
1991,12.57,5.84,0.09
1991,13.84,6.08,0
1991,15.67,5.08,0
1991,16.49,3.51,0
1991,17.84,4.48,0
1991,16.39,4.98,0
1991,11.57,5.37,0
1991,10.09,4.76,0
1991,12.62,5.77,0
1991,16.9,4.59,0
1991,20.41,4.93,0
1991,21.25,6.39,0
1991,21.92,7.15,0
1991,18.76,7.85,0
1991,12.19,4.61,0.58
1991,11.68,4.54,0.17
1991,12.55,5.69,0.01
1991,15.93,5.25,0
1991,14.51,6.54,0
1991,14.79,5.7,0
1991,18.52,5.67,0
1991,18.71,6.56,0
1991,15.2,5.79,0
1991,11.82,4.9,0
1991,13.05,5.57,0
1991,13.37,6.2,0
1991,13.74,6.58,0
1991,16.46,6.49,0
1991,20.33,7.25,0.02
1991,20.43,7.82,0
1991,19.61,7.69,0
1991,16.01,6.65,0
1991,14.79,6.25,0
1991,16.93,6.37,0
1991,15.95,6.19,0.05
1991,14.65,6.85,0.18
1991,14.69,4.75,0
1991,16.89,6.3,0.02
1991,19.23,7.13,0.03
1991,20.55,7.21,0.02
1991,19.02,7.28,0
1991,17.12,7.35,0
1991,18.01,6.35,0
1991,19.65,6.11,0.07
1991,19.18,6.49,0.07
1991,20.61,7.19,0
1991,23.12,7.26,0
1991,22.26,8.1,0.02
1991,20.61,8.09,0
1991,18.01,8,0
1991,17.74,7.64,0
1991,19.39,6.93,0
1991,22.16,6.21,0
1991,23.45,6.72,0
1991,19.67,8,0
1991,17.84,7.4,0
1991,18.22,6.55,0
1991,17.1,6.46,0
1991,17.53,6.22,0
1991,17.84,6.7,0
1991,16.42,6.81,0
1991,16.66,6.63,0
1991,17.66,6.85,0
1991,16.52,7.5,0.04
1991,16.94,8.42,0
1991,18.52,7.64,0.01
1991,23.64,6.51,0.08
1991,26.07,6.28,0
1991,25.46,7.42,0
1991,25.26,8.35,0
1991,26.95,8.61,0
1991,25.48,9.23,0
1991,23.12,10.07,0.09
1991,23.3,10.63,1.95
1991,24,10.83,0.56
1991,22.23,9.33,0.01
1991,21.17,8.58,0
1991,22.64,8.03,0
1991,23.07,8.2,0
1991,22.81,7.97,0
1991,21.96,6.59,0
1991,20.71,5.55,0
1991,19.88,7.92,0
1991,19.71,7.93,0
1991,19.05,8.97,0.05
1991,18.51,8.78,0.03
1991,18.61,7.72,0
1991,20.82,8.18,0
1991,22.47,8.29,0
1991,21.54,8.62,0
1991,21.39,8.82,0
1991,20.44,8.47,0
1991,21.01,8.23,0
1991,23.57,6.57,0
1991,26.96,5.57,0
1991,27.02,7.16,0.04
1991,26.53,9.78,5.5
1991,24.97,11.3,0.57
1991,24.2,9.85,0
1991,24.2,7.62,0
1991,21.86,7.52,0
1991,18.56,7.57,0
1991,17.4,7.59,0
1991,19.28,7.4,0
1991,23.11,5.37,0
1991,26.33,5.27,0
1991,27.06,6.47,0
1991,25.54,7.54,1.04
1991,25.49,9.82,0.72
1991,24.03,9.59,0.01
1991,25.9,12.38,0.02
1991,21.73,10.95,0.01
1991,22.08,10.41,0
1991,23.16,10.28,0
1991,23.25,9.26,0
1991,22.35,8.41,0
1991,22.1,8.07,0
1991,24.35,6.29,0
1991,26.86,5.88,0
1991,29.01,6.79,0
1991,29.48,8.37,0.01
1991,26.45,9.39,0.03
1991,24.22,9.41,0
1991,22.34,9.08,0
1991,20.71,6.51,0
1991,21.73,5.25,0
1991,23.8,4.26,0
1991,25.35,4.7,0
1991,25.98,5.9,0.01
1991,28.56,7.69,0.86
1991,27.3,10.18,0.41
1991,27.33,10.55,0
